
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 27	Lines 27 Profile Sample	1285	 60	27	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 27	Lines 27 Profile Sample	1238.13	 60	27	0.0894	1	0.0342	Line Profile Sample
Line Profile Sample 3 for Lines 27	Lines 27 Profile Sample	1198.32	 60	27	0.179	2	0.0683	Line Profile Sample
Line Profile Sample 4 for Lines 27	Lines 27 Profile Sample	1189.14	 60	27	0.268	3	0.102	Line Profile Sample
Line Profile Sample 5 for Lines 27	Lines 27 Profile Sample	1200.72	 60	27	0.357	4	0.137	Line Profile Sample
Line Profile Sample 6 for Lines 27	Lines 27 Profile Sample	1214.55	 60	27	0.447	5	0.171	Line Profile Sample
Line Profile Sample 7 for Lines 27	Lines 27 Profile Sample	1195.04	 60	27	0.536	6	0.205	Line Profile Sample
Line Profile Sample 8 for Lines 27	Lines 27 Profile Sample	1223.59	 60	27	0.626	7	0.239	Line Profile Sample
Line Profile Sample 9 for Lines 27	Lines 27 Profile Sample	1223.51	 60	27	0.715	8	0.273	Line Profile Sample
Line Profile Sample 10 for Lines 27	Lines 27 Profile Sample	1267.52	 60	27	0.804	9	0.307	Line Profile Sample
Line Profile Sample 11 for Lines 27	Lines 27 Profile Sample	1289.99	 60	27	0.894	10	0.342	Line Profile Sample
Line Profile Sample 12 for Lines 27	Lines 27 Profile Sample	1311.03	 60	27	0.983	11	0.376	Line Profile Sample
Line Profile Sample 13 for Lines 27	Lines 27 Profile Sample	1311.52	 60	27	1.07	12	0.41	Line Profile Sample
Line Profile Sample 14 for Lines 27	Lines 27 Profile Sample	1325.06	 60	27	1.16	13	0.444	Line Profile Sample
Line Profile Sample 15 for Lines 27	Lines 27 Profile Sample	1322.77	 60	27	1.25	14	0.478	Line Profile Sample
Line Profile Sample 16 for Lines 27	Lines 27 Profile Sample	1301.88	 60	27	1.34	15	0.512	Line Profile Sample
Line Profile Sample 17 for Lines 27	Lines 27 Profile Sample	1291.19	 60	27	1.43	16	0.547	Line Profile Sample
Line Profile Sample 18 for Lines 27	Lines 27 Profile Sample	1273.19	 60	27	1.52	17	0.581	Line Profile Sample
Line Profile Sample 19 for Lines 27	Lines 27 Profile Sample	1260.33	 60	27	1.61	18	0.615	Line Profile Sample
Line Profile Sample 20 for Lines 27	Lines 27 Profile Sample	1239.59	 60	27	1.7	19	0.649	Line Profile Sample
Line Profile Sample 21 for Lines 27	Lines 27 Profile Sample	1219.77	 60	27	1.79	20	0.683	Line Profile Sample
Line Profile Sample 22 for Lines 27	Lines 27 Profile Sample	1193.39	 60	27	1.88	21	0.717	Line Profile Sample
Line Profile Sample 23 for Lines 27	Lines 27 Profile Sample	1202.46	 60	27	1.97	22	0.752	Line Profile Sample
Line Profile Sample 24 for Lines 27	Lines 27 Profile Sample	1212.02	 60	27	2.06	23	0.786	Line Profile Sample
Line Profile Sample 25 for Lines 27	Lines 27 Profile Sample	1200.87	 60	27	2.14	24	0.82	Line Profile Sample
Line Profile Sample 26 for Lines 27	Lines 27 Profile Sample	1202.14	 60	27	2.23	25	0.854	Line Profile Sample
Line Profile Sample 27 for Lines 27	Lines 27 Profile Sample	1193.61	 60	27	2.32	26	0.888	Line Profile Sample
Line Profile Sample 28 for Lines 27	Lines 27 Profile Sample	1199.74	 60	27	2.41	27	0.922	Line Profile Sample
Line Profile Sample 29 for Lines 27	Lines 27 Profile Sample	1191.59	 60	27	2.5	28	0.956	Line Profile Sample
Line Profile Sample 30 for Lines 27	Lines 27 Profile Sample	1190.21	 60	27	2.59	29	0.991	Line Profile Sample
Line Profile Sample 31 for Lines 27	Lines 27 Profile Sample	1191	 60	27	2.62	29.27	1	Line Profile Sample
