
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 34	Lines 34 Profile Sample	415	 58	34	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 34	Lines 34 Profile Sample	473.36	 58	34	0.0894	1	0.0346	Line Profile Sample
Line Profile Sample 3 for Lines 34	Lines 34 Profile Sample	511.64	 58	34	0.179	2	0.0693	Line Profile Sample
Line Profile Sample 4 for Lines 34	Lines 34 Profile Sample	526.88	 58	34	0.268	3	0.104	Line Profile Sample
Line Profile Sample 5 for Lines 34	Lines 34 Profile Sample	538.36	 58	34	0.357	4	0.139	Line Profile Sample
Line Profile Sample 6 for Lines 34	Lines 34 Profile Sample	547.2	 58	34	0.447	5	0.173	Line Profile Sample
Line Profile Sample 7 for Lines 34	Lines 34 Profile Sample	545.94	 58	34	0.536	6	0.208	Line Profile Sample
Line Profile Sample 8 for Lines 34	Lines 34 Profile Sample	545.51	 58	34	0.626	7	0.243	Line Profile Sample
Line Profile Sample 9 for Lines 34	Lines 34 Profile Sample	554.57	 58	34	0.715	8	0.277	Line Profile Sample
Line Profile Sample 10 for Lines 34	Lines 34 Profile Sample	557.43	 58	34	0.804	9	0.312	Line Profile Sample
Line Profile Sample 11 for Lines 34	Lines 34 Profile Sample	555.55	 58	34	0.894	10	0.346	Line Profile Sample
Line Profile Sample 12 for Lines 34	Lines 34 Profile Sample	555.92	 58	34	0.983	11	0.381	Line Profile Sample
Line Profile Sample 13 for Lines 34	Lines 34 Profile Sample	566.58	 58	34	1.07	12	0.416	Line Profile Sample
Line Profile Sample 14 for Lines 34	Lines 34 Profile Sample	551.27	 58	34	1.16	13	0.45	Line Profile Sample
Line Profile Sample 15 for Lines 34	Lines 34 Profile Sample	541.4	 58	34	1.25	14	0.485	Line Profile Sample
Line Profile Sample 16 for Lines 34	Lines 34 Profile Sample	538.89	 58	34	1.34	15	0.52	Line Profile Sample
Line Profile Sample 17 for Lines 34	Lines 34 Profile Sample	531.51	 58	34	1.43	16	0.554	Line Profile Sample
Line Profile Sample 18 for Lines 34	Lines 34 Profile Sample	530.94	 58	34	1.52	17	0.589	Line Profile Sample
Line Profile Sample 19 for Lines 34	Lines 34 Profile Sample	543.99	 58	34	1.61	18	0.624	Line Profile Sample
Line Profile Sample 20 for Lines 34	Lines 34 Profile Sample	554.65	 58	34	1.7	19	0.658	Line Profile Sample
Line Profile Sample 21 for Lines 34	Lines 34 Profile Sample	555.45	 58	34	1.79	20	0.693	Line Profile Sample
Line Profile Sample 22 for Lines 34	Lines 34 Profile Sample	555.84	 58	34	1.88	21	0.728	Line Profile Sample
Line Profile Sample 23 for Lines 34	Lines 34 Profile Sample	548.45	 58	34	1.97	22	0.762	Line Profile Sample
Line Profile Sample 24 for Lines 34	Lines 34 Profile Sample	549.11	 58	34	2.06	23	0.797	Line Profile Sample
Line Profile Sample 25 for Lines 34	Lines 34 Profile Sample	547.3	 58	34	2.14	24	0.832	Line Profile Sample
Line Profile Sample 26 for Lines 34	Lines 34 Profile Sample	546.81	 58	34	2.23	25	0.866	Line Profile Sample
Line Profile Sample 27 for Lines 34	Lines 34 Profile Sample	554.83	 58	34	2.32	26	0.901	Line Profile Sample
Line Profile Sample 28 for Lines 34	Lines 34 Profile Sample	556.27	 58	34	2.41	27	0.935	Line Profile Sample
Line Profile Sample 29 for Lines 34	Lines 34 Profile Sample	555.63	 58	34	2.5	28	0.97	Line Profile Sample
Line Profile Sample 30 for Lines 34	Lines 34 Profile Sample	555	 58	34	2.58	28.86	1	Line Profile Sample
