
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1764	9	0	0	0
Line Profile Sample 2 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1710.65	9	0.0894	1	0.0256
Line Profile Sample 3 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1648.51	9	0.179	2	0.0513
Line Profile Sample 4 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1671.24	9	0.268	3	0.0769
Line Profile Sample 5 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1675.24	9	0.357	4	0.103
Line Profile Sample 6 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1664.06	9	0.447	5	0.128
Line Profile Sample 7 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1629.39	9	0.536	6	0.154
Line Profile Sample 8 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1599.19	9	0.626	7	0.179
Line Profile Sample 9 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1584.15	9	0.715	8	0.205
Line Profile Sample 10 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1597.61	9	0.804	9	0.231
Line Profile Sample 11 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1613.12	9	0.894	10	0.256
Line Profile Sample 12 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1640.88	9	0.983	11	0.282
Line Profile Sample 13 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1608.25	9	1.07	12	0.308
Line Profile Sample 14 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1666.97	9	1.16	13	0.333
Line Profile Sample 15 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1608.94	9	1.25	14	0.359
Line Profile Sample 16 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1691.64	9	1.34	15	0.385
Line Profile Sample 17 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1660.86	9	1.43	16	0.41
Line Profile Sample 18 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1631.63	9	1.52	17	0.436
Line Profile Sample 19 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1639.75	9	1.61	18	0.462
Line Profile Sample 20 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1630.34	9	1.7	19	0.487
Line Profile Sample 21 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1597.03	9	1.79	20	0.513
Line Profile Sample 22 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1568.81	9	1.88	21	0.538
Line Profile Sample 23 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1580.67	9	1.97	22	0.564
Line Profile Sample 24 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1614.04	9	2.06	23	0.59
Line Profile Sample 25 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1615.6	9	2.14	24	0.615
Line Profile Sample 26 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1611.49	9	2.23	25	0.641
Line Profile Sample 27 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1621.94	9	2.32	26	0.667
Line Profile Sample 28 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1622.8	9	2.41	27	0.692
Line Profile Sample 29 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1606.96	9	2.5	28	0.718
Line Profile Sample 30 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1579.53	9	2.59	29	0.744
Line Profile Sample 31 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1618.68	9	2.68	30	0.769
Line Profile Sample 32 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1589.79	9	2.77	31	0.795
Line Profile Sample 33 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1563.51	9	2.86	32	0.821
Line Profile Sample 34 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1570.6	9	2.95	33	0.846
Line Profile Sample 35 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1576.62	9	3.04	34	0.872
Line Profile Sample 36 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1595.87	9	3.13	35	0.897
Line Profile Sample 37 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1569.05	9	3.22	36	0.923
Line Profile Sample 38 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1577.2	9	3.31	37	0.949
Line Profile Sample 39 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1561.77	9	3.4	38	0.974
Line Profile Sample 40 for Lines 9	Lines 9 Profile Sample	Line Profile Sample	 21	1518	9	3.49	39	1
