
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1624	10	0	0	0
Line Profile Sample 2 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1572.26	10	0.0894	1	0.0312
Line Profile Sample 3 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1608.6	10	0.179	2	0.0625
Line Profile Sample 4 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1682.35	10	0.268	3	0.0937
Line Profile Sample 5 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1643.43	10	0.357	4	0.125
Line Profile Sample 6 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1673.18	10	0.447	5	0.156
Line Profile Sample 7 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1707.09	10	0.536	6	0.187
Line Profile Sample 8 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1696.8	10	0.626	7	0.219
Line Profile Sample 9 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1677.99	10	0.715	8	0.25
Line Profile Sample 10 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1701.95	10	0.804	9	0.281
Line Profile Sample 11 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1706.27	10	0.894	10	0.312
Line Profile Sample 12 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1704.47	10	0.983	11	0.344
Line Profile Sample 13 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1696.26	10	1.07	12	0.375
Line Profile Sample 14 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1748.5	10	1.16	13	0.406
Line Profile Sample 15 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1764.04	10	1.25	14	0.437
Line Profile Sample 16 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1763.27	10	1.34	15	0.469
Line Profile Sample 17 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1756.9	10	1.43	16	0.5
Line Profile Sample 18 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1741.19	10	1.52	17	0.531
Line Profile Sample 19 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1728.47	10	1.61	18	0.562
Line Profile Sample 20 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1698.1	10	1.7	19	0.593
Line Profile Sample 21 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1722.52	10	1.79	20	0.625
Line Profile Sample 22 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1732.41	10	1.88	21	0.656
Line Profile Sample 23 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1741.43	10	1.97	22	0.687
Line Profile Sample 24 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1744.03	10	2.06	23	0.718
Line Profile Sample 25 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1699.86	10	2.14	24	0.75
Line Profile Sample 26 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1773.77	10	2.23	25	0.781
Line Profile Sample 27 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1734.54	10	2.32	26	0.812
Line Profile Sample 28 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1709.23	10	2.41	27	0.843
Line Profile Sample 29 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1752.05	10	2.5	28	0.875
Line Profile Sample 30 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1794.39	10	2.59	29	0.906
Line Profile Sample 31 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1785.45	10	2.68	30	0.937
Line Profile Sample 32 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1699.87	10	2.77	31	0.968
Line Profile Sample 33 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1717.82	10	2.86	32	1
Line Profile Sample 34 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 36	1718	10	2.86	32.02	1
