
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	572	18	0	0	0
Line Profile Sample 2 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	640.65	18	0.0894	1	0.0494
Line Profile Sample 3 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	703.27	18	0.179	2	0.0988
Line Profile Sample 4 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	767.01	18	0.268	3	0.148
Line Profile Sample 5 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	805.91	18	0.357	4	0.198
Line Profile Sample 6 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	802.9	18	0.447	5	0.247
Line Profile Sample 7 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	726.43	18	0.536	6	0.296
Line Profile Sample 8 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	717.28	18	0.626	7	0.346
Line Profile Sample 9 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	710.92	18	0.715	8	0.395
Line Profile Sample 10 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	705.39	18	0.804	9	0.444
Line Profile Sample 11 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	707.58	18	0.894	10	0.494
Line Profile Sample 12 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	721.6	18	0.983	11	0.543
Line Profile Sample 13 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	704.43	18	1.07	12	0.593
Line Profile Sample 14 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	683.95	18	1.16	13	0.642
Line Profile Sample 15 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	684.76	18	1.25	14	0.691
Line Profile Sample 16 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	694.66	18	1.34	15	0.741
Line Profile Sample 17 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	699.3	18	1.43	16	0.79
Line Profile Sample 18 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	666.83	18	1.52	17	0.84
Line Profile Sample 19 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	638.42	18	1.61	18	0.889
Line Profile Sample 20 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	617.92	18	1.7	19	0.938
Line Profile Sample 21 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	589.49	18	1.79	20	0.988
Line Profile Sample 22 for Lines 18	Lines 18 Profile Sample	Line Profile Sample	 8	585	18	1.81	20.25	1
