
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	506	10	0	0	0
Line Profile Sample 2 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	508.07	10	0.0894	1	0.0407
Line Profile Sample 3 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	521.74	10	0.179	2	0.0813
Line Profile Sample 4 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	548.69	10	0.268	3	0.122
Line Profile Sample 5 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	564.86	10	0.357	4	0.163
Line Profile Sample 6 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	568.26	10	0.447	5	0.203
Line Profile Sample 7 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	571.79	10	0.536	6	0.244
Line Profile Sample 8 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	583.76	10	0.626	7	0.285
Line Profile Sample 9 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	597	10	0.715	8	0.325
Line Profile Sample 10 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	597.87	10	0.804	9	0.366
Line Profile Sample 11 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	604.19	10	0.894	10	0.407
Line Profile Sample 12 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	596.93	10	0.983	11	0.447
Line Profile Sample 13 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	603.65	10	1.07	12	0.488
Line Profile Sample 14 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	596.85	10	1.16	13	0.529
Line Profile Sample 15 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	604.39	10	1.25	14	0.569
Line Profile Sample 16 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	610.07	10	1.34	15	0.61
Line Profile Sample 17 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	615.69	10	1.43	16	0.65
Line Profile Sample 18 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	605.6	10	1.52	17	0.691
Line Profile Sample 19 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	616.79	10	1.61	18	0.732
Line Profile Sample 20 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	617.97	10	1.7	19	0.772
Line Profile Sample 21 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	604.57	10	1.79	20	0.813
Line Profile Sample 22 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	598.13	10	1.88	21	0.854
Line Profile Sample 23 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	605.98	10	1.97	22	0.894
Line Profile Sample 24 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	601.53	10	2.06	23	0.935
Line Profile Sample 25 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	599.61	10	2.14	24	0.976
Line Profile Sample 26 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 17	615	10	2.2	24.6	1
