
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	609	8	0	0	0
Line Profile Sample 2 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	857.36	8	0.0894	1	0.0434
Line Profile Sample 3 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1156.13	8	0.179	2	0.0869
Line Profile Sample 4 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1305.81	8	0.268	3	0.13
Line Profile Sample 5 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1309.21	8	0.357	4	0.174
Line Profile Sample 6 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1231.6	8	0.447	5	0.217
Line Profile Sample 7 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1203.47	8	0.536	6	0.261
Line Profile Sample 8 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1130.25	8	0.626	7	0.304
Line Profile Sample 9 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1132.83	8	0.715	8	0.347
Line Profile Sample 10 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1106.56	8	0.804	9	0.391
Line Profile Sample 11 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1106.98	8	0.894	10	0.434
Line Profile Sample 12 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1088.35	8	0.983	11	0.478
Line Profile Sample 13 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1054.78	8	1.07	12	0.521
Line Profile Sample 14 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1104.64	8	1.16	13	0.565
Line Profile Sample 15 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1125.34	8	1.25	14	0.608
Line Profile Sample 16 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1092.83	8	1.34	15	0.652
Line Profile Sample 17 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1044.02	8	1.43	16	0.695
Line Profile Sample 18 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	993.07	8	1.52	17	0.738
Line Profile Sample 19 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	976.29	8	1.61	18	0.782
Line Profile Sample 20 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	975.75	8	1.7	19	0.825
Line Profile Sample 21 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	989.7	8	1.79	20	0.869
Line Profile Sample 22 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1079.56	8	1.88	21	0.912
Line Profile Sample 23 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1175.25	8	1.97	22	0.956
Line Profile Sample 24 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1280.04	8	2.06	23	0.999
Line Profile Sample 25 for Lines 8	Lines 8 Profile Sample	Line Profile Sample	 20	1282	8	2.06	23.02	1
