
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 30	Lines 30 Profile Sample	982	 60	30	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 30	Lines 30 Profile Sample	1036.35	 60	30	0.0894	1	0.0438	Line Profile Sample
Line Profile Sample 3 for Lines 30	Lines 30 Profile Sample	1063.46	 60	30	0.179	2	0.0876	Line Profile Sample
Line Profile Sample 4 for Lines 30	Lines 30 Profile Sample	1095.69	 60	30	0.268	3	0.131	Line Profile Sample
Line Profile Sample 5 for Lines 30	Lines 30 Profile Sample	1114.5	 60	30	0.357	4	0.175	Line Profile Sample
Line Profile Sample 6 for Lines 30	Lines 30 Profile Sample	1137.69	 60	30	0.447	5	0.219	Line Profile Sample
Line Profile Sample 7 for Lines 30	Lines 30 Profile Sample	1131.25	 60	30	0.536	6	0.263	Line Profile Sample
Line Profile Sample 8 for Lines 30	Lines 30 Profile Sample	1087.99	 60	30	0.626	7	0.307	Line Profile Sample
Line Profile Sample 9 for Lines 30	Lines 30 Profile Sample	1097.92	 60	30	0.715	8	0.35	Line Profile Sample
Line Profile Sample 10 for Lines 30	Lines 30 Profile Sample	1098.61	 60	30	0.804	9	0.394	Line Profile Sample
Line Profile Sample 11 for Lines 30	Lines 30 Profile Sample	1120.48	 60	30	0.894	10	0.438	Line Profile Sample
Line Profile Sample 12 for Lines 30	Lines 30 Profile Sample	1133.64	 60	30	0.983	11	0.482	Line Profile Sample
Line Profile Sample 13 for Lines 30	Lines 30 Profile Sample	1139.67	 60	30	1.07	12	0.526	Line Profile Sample
Line Profile Sample 14 for Lines 30	Lines 30 Profile Sample	1155.81	 60	30	1.16	13	0.57	Line Profile Sample
Line Profile Sample 15 for Lines 30	Lines 30 Profile Sample	1163.3	 60	30	1.25	14	0.613	Line Profile Sample
Line Profile Sample 16 for Lines 30	Lines 30 Profile Sample	1171.09	 60	30	1.34	15	0.657	Line Profile Sample
Line Profile Sample 17 for Lines 30	Lines 30 Profile Sample	1156.79	 60	30	1.43	16	0.701	Line Profile Sample
Line Profile Sample 18 for Lines 30	Lines 30 Profile Sample	1142.64	 60	30	1.52	17	0.745	Line Profile Sample
Line Profile Sample 19 for Lines 30	Lines 30 Profile Sample	1170.76	 60	30	1.61	18	0.789	Line Profile Sample
Line Profile Sample 20 for Lines 30	Lines 30 Profile Sample	1181.68	 60	30	1.7	19	0.832	Line Profile Sample
Line Profile Sample 21 for Lines 30	Lines 30 Profile Sample	1190.98	 60	30	1.79	20	0.876	Line Profile Sample
Line Profile Sample 22 for Lines 30	Lines 30 Profile Sample	1209.85	 60	30	1.88	21	0.92	Line Profile Sample
Line Profile Sample 23 for Lines 30	Lines 30 Profile Sample	1211.36	 60	30	1.97	22	0.964	Line Profile Sample
Line Profile Sample 24 for Lines 30	Lines 30 Profile Sample	1193	 60	30	2.04	22.83	1	Line Profile Sample
