
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 39	Lines 39 Profile Sample	1963	 75	39	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 39	Lines 39 Profile Sample	1884.63	 75	39	0.0894	1	0.0371	Line Profile Sample
Line Profile Sample 3 for Lines 39	Lines 39 Profile Sample	1789.3	 75	39	0.179	2	0.0743	Line Profile Sample
Line Profile Sample 4 for Lines 39	Lines 39 Profile Sample	1784.54	 75	39	0.268	3	0.111	Line Profile Sample
Line Profile Sample 5 for Lines 39	Lines 39 Profile Sample	1801.03	 75	39	0.357	4	0.149	Line Profile Sample
Line Profile Sample 6 for Lines 39	Lines 39 Profile Sample	1830.31	 75	39	0.447	5	0.186	Line Profile Sample
Line Profile Sample 7 for Lines 39	Lines 39 Profile Sample	1840.19	 75	39	0.536	6	0.223	Line Profile Sample
Line Profile Sample 8 for Lines 39	Lines 39 Profile Sample	1896.55	 75	39	0.626	7	0.26	Line Profile Sample
Line Profile Sample 9 for Lines 39	Lines 39 Profile Sample	1910.41	 75	39	0.715	8	0.297	Line Profile Sample
Line Profile Sample 10 for Lines 39	Lines 39 Profile Sample	1965.01	 75	39	0.804	9	0.334	Line Profile Sample
Line Profile Sample 11 for Lines 39	Lines 39 Profile Sample	1990.66	 75	39	0.894	10	0.371	Line Profile Sample
Line Profile Sample 12 for Lines 39	Lines 39 Profile Sample	2015.66	 75	39	0.983	11	0.409	Line Profile Sample
Line Profile Sample 13 for Lines 39	Lines 39 Profile Sample	2044.87	 75	39	1.07	12	0.446	Line Profile Sample
Line Profile Sample 14 for Lines 39	Lines 39 Profile Sample	2069.45	 75	39	1.16	13	0.483	Line Profile Sample
Line Profile Sample 15 for Lines 39	Lines 39 Profile Sample	2090.4	 75	39	1.25	14	0.52	Line Profile Sample
Line Profile Sample 16 for Lines 39	Lines 39 Profile Sample	2110.82	 75	39	1.34	15	0.557	Line Profile Sample
Line Profile Sample 17 for Lines 39	Lines 39 Profile Sample	2098.45	 75	39	1.43	16	0.594	Line Profile Sample
Line Profile Sample 18 for Lines 39	Lines 39 Profile Sample	2077.34	 75	39	1.52	17	0.631	Line Profile Sample
Line Profile Sample 19 for Lines 39	Lines 39 Profile Sample	2025.05	 75	39	1.61	18	0.669	Line Profile Sample
Line Profile Sample 20 for Lines 39	Lines 39 Profile Sample	1929.19	 75	39	1.7	19	0.706	Line Profile Sample
Line Profile Sample 21 for Lines 39	Lines 39 Profile Sample	1834.82	 75	39	1.79	20	0.743	Line Profile Sample
Line Profile Sample 22 for Lines 39	Lines 39 Profile Sample	1761.6	 75	39	1.88	21	0.78	Line Profile Sample
Line Profile Sample 23 for Lines 39	Lines 39 Profile Sample	1755.32	 75	39	1.97	22	0.817	Line Profile Sample
Line Profile Sample 24 for Lines 39	Lines 39 Profile Sample	1722.76	 75	39	2.06	23	0.854	Line Profile Sample
Line Profile Sample 25 for Lines 39	Lines 39 Profile Sample	1711.47	 75	39	2.14	24	0.891	Line Profile Sample
Line Profile Sample 26 for Lines 39	Lines 39 Profile Sample	1711.42	 75	39	2.23	25	0.928	Line Profile Sample
Line Profile Sample 27 for Lines 39	Lines 39 Profile Sample	1672.19	 75	39	2.32	26	0.966	Line Profile Sample
Line Profile Sample 28 for Lines 39	Lines 39 Profile Sample	1621	 75	39	2.41	26.93	1	Line Profile Sample
