
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1333	20	0	0	0
Line Profile Sample 2 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1412.02	20	0.0894	1	0.0285
Line Profile Sample 3 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1483.99	20	0.179	2	0.057
Line Profile Sample 4 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1551.94	20	0.268	3	0.0854
Line Profile Sample 5 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1579.3	20	0.357	4	0.114
Line Profile Sample 6 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1612.55	20	0.447	5	0.142
Line Profile Sample 7 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1642.61	20	0.536	6	0.171
Line Profile Sample 8 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1662.83	20	0.626	7	0.199
Line Profile Sample 9 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1675.74	20	0.715	8	0.228
Line Profile Sample 10 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1684.8	20	0.804	9	0.256
Line Profile Sample 11 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1671.45	20	0.894	10	0.285
Line Profile Sample 12 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1678.58	20	0.983	11	0.313
Line Profile Sample 13 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1690.71	20	1.07	12	0.342
Line Profile Sample 14 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1670.68	20	1.16	13	0.37
Line Profile Sample 15 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1643.19	20	1.25	14	0.399
Line Profile Sample 16 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1635.61	20	1.34	15	0.427
Line Profile Sample 17 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1623.71	20	1.43	16	0.456
Line Profile Sample 18 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1564.58	20	1.52	17	0.484
Line Profile Sample 19 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1559.36	20	1.61	18	0.513
Line Profile Sample 20 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1512	20	1.7	19	0.541
Line Profile Sample 21 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1454.82	20	1.79	20	0.57
Line Profile Sample 22 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1378.59	20	1.88	21	0.598
Line Profile Sample 23 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1329.99	20	1.97	22	0.627
Line Profile Sample 24 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1307.5	20	2.06	23	0.655
Line Profile Sample 25 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1310.08	20	2.14	24	0.683
Line Profile Sample 26 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1320.94	20	2.23	25	0.712
Line Profile Sample 27 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1313.17	20	2.32	26	0.74
Line Profile Sample 28 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1313.25	20	2.41	27	0.769
Line Profile Sample 29 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1326.87	20	2.5	28	0.797
Line Profile Sample 30 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1310.26	20	2.59	29	0.826
Line Profile Sample 31 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1325.04	20	2.68	30	0.854
Line Profile Sample 32 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1323.37	20	2.77	31	0.883
Line Profile Sample 33 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1303.73	20	2.86	32	0.911
Line Profile Sample 34 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1315.7	20	2.95	33	0.94
Line Profile Sample 35 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1334.73	20	3.04	34	0.968
Line Profile Sample 36 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1350.24	20	3.13	35	0.997
Line Profile Sample 37 for Lines 20	Lines 20 Profile Sample	Line Profile Sample	 15	1351	20	3.14	35.11	1
