
Name	Population	Type	Item Name	Intensity	Parent ID	Distance (µm)	Distance	Normalized Distance
Line Profile Sample 1 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1007	10	0	0	0
Line Profile Sample 2 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1073.4	10	0.0894	1	0.0383
Line Profile Sample 3 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1142.85	10	0.179	2	0.0767
Line Profile Sample 4 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1338.1	10	0.268	3	0.115
Line Profile Sample 5 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1348.07	10	0.357	4	0.153
Line Profile Sample 6 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1368.13	10	0.447	5	0.192
Line Profile Sample 7 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1334.77	10	0.536	6	0.23
Line Profile Sample 8 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1254.63	10	0.626	7	0.268
Line Profile Sample 9 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1192.44	10	0.715	8	0.307
Line Profile Sample 10 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1101.37	10	0.804	9	0.345
Line Profile Sample 11 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1010.43	10	0.894	10	0.383
Line Profile Sample 12 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1030.03	10	0.983	11	0.422
Line Profile Sample 13 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	980.95	10	1.07	12	0.46
Line Profile Sample 14 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	914.62	10	1.16	13	0.499
Line Profile Sample 15 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	899.55	10	1.25	14	0.537
Line Profile Sample 16 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	914.02	10	1.34	15	0.575
Line Profile Sample 17 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	936.41	10	1.43	16	0.614
Line Profile Sample 18 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	927.45	10	1.52	17	0.652
Line Profile Sample 19 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	962.29	10	1.61	18	0.69
Line Profile Sample 20 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	939.07	10	1.7	19	0.729
Line Profile Sample 21 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1007.79	10	1.79	20	0.767
Line Profile Sample 22 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1025.26	10	1.88	21	0.805
Line Profile Sample 23 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1053.07	10	1.97	22	0.844
Line Profile Sample 24 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1033.15	10	2.06	23	0.882
Line Profile Sample 25 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1084.73	10	2.14	24	0.92
Line Profile Sample 26 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	1107.08	10	2.23	25	0.959
Line Profile Sample 27 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	935.68	10	2.32	26	0.997
Line Profile Sample 28 for Lines 10	Lines 10 Profile Sample	Line Profile Sample	 24	921	10	2.33	26.08	1
