
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 39	Lines 39 Profile Sample	1067	 57	39	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 39	Lines 39 Profile Sample	1001.59	 57	39	0.0894	1	0.0425	Line Profile Sample
Line Profile Sample 3 for Lines 39	Lines 39 Profile Sample	969.46	 57	39	0.179	2	0.085	Line Profile Sample
Line Profile Sample 4 for Lines 39	Lines 39 Profile Sample	958.97	 57	39	0.268	3	0.127	Line Profile Sample
Line Profile Sample 5 for Lines 39	Lines 39 Profile Sample	938.47	 57	39	0.357	4	0.17	Line Profile Sample
Line Profile Sample 6 for Lines 39	Lines 39 Profile Sample	941.94	 57	39	0.447	5	0.212	Line Profile Sample
Line Profile Sample 7 for Lines 39	Lines 39 Profile Sample	992.91	 57	39	0.536	6	0.255	Line Profile Sample
Line Profile Sample 8 for Lines 39	Lines 39 Profile Sample	1005.87	 57	39	0.626	7	0.297	Line Profile Sample
Line Profile Sample 9 for Lines 39	Lines 39 Profile Sample	1007.57	 57	39	0.715	8	0.34	Line Profile Sample
Line Profile Sample 10 for Lines 39	Lines 39 Profile Sample	1025.93	 57	39	0.804	9	0.382	Line Profile Sample
Line Profile Sample 11 for Lines 39	Lines 39 Profile Sample	1042.02	 57	39	0.894	10	0.425	Line Profile Sample
Line Profile Sample 12 for Lines 39	Lines 39 Profile Sample	1083.09	 57	39	0.983	11	0.467	Line Profile Sample
Line Profile Sample 13 for Lines 39	Lines 39 Profile Sample	1076.04	 57	39	1.07	12	0.51	Line Profile Sample
Line Profile Sample 14 for Lines 39	Lines 39 Profile Sample	1063.8	 57	39	1.16	13	0.552	Line Profile Sample
Line Profile Sample 15 for Lines 39	Lines 39 Profile Sample	1037.28	 57	39	1.25	14	0.595	Line Profile Sample
Line Profile Sample 16 for Lines 39	Lines 39 Profile Sample	1017.69	 57	39	1.34	15	0.637	Line Profile Sample
Line Profile Sample 17 for Lines 39	Lines 39 Profile Sample	1018.87	 57	39	1.43	16	0.68	Line Profile Sample
Line Profile Sample 18 for Lines 39	Lines 39 Profile Sample	1014.65	 57	39	1.52	17	0.722	Line Profile Sample
Line Profile Sample 19 for Lines 39	Lines 39 Profile Sample	1007.61	 57	39	1.61	18	0.765	Line Profile Sample
Line Profile Sample 20 for Lines 39	Lines 39 Profile Sample	1022.25	 57	39	1.7	19	0.807	Line Profile Sample
Line Profile Sample 21 for Lines 39	Lines 39 Profile Sample	1092.64	 57	39	1.79	20	0.85	Line Profile Sample
Line Profile Sample 22 for Lines 39	Lines 39 Profile Sample	1162.08	 57	39	1.88	21	0.892	Line Profile Sample
Line Profile Sample 23 for Lines 39	Lines 39 Profile Sample	1135.63	 57	39	1.97	22	0.935	Line Profile Sample
Line Profile Sample 24 for Lines 39	Lines 39 Profile Sample	1003.76	 57	39	2.06	23	0.977	Line Profile Sample
Line Profile Sample 25 for Lines 39	Lines 39 Profile Sample	906	 57	39	2.1	23.54	1	Line Profile Sample
