
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 35	Lines 35 Profile Sample	994	 60	35	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 35	Lines 35 Profile Sample	960	 60	35	0.0894	1	0.0435	Line Profile Sample
Line Profile Sample 3 for Lines 35	Lines 35 Profile Sample	911	 60	35	0.179	2	0.087	Line Profile Sample
Line Profile Sample 4 for Lines 35	Lines 35 Profile Sample	944	 60	35	0.268	3	0.13	Line Profile Sample
Line Profile Sample 5 for Lines 35	Lines 35 Profile Sample	940	 60	35	0.357	4	0.174	Line Profile Sample
Line Profile Sample 6 for Lines 35	Lines 35 Profile Sample	983	 60	35	0.447	5	0.217	Line Profile Sample
Line Profile Sample 7 for Lines 35	Lines 35 Profile Sample	980	 60	35	0.536	6	0.261	Line Profile Sample
Line Profile Sample 8 for Lines 35	Lines 35 Profile Sample	993	 60	35	0.626	7	0.304	Line Profile Sample
Line Profile Sample 9 for Lines 35	Lines 35 Profile Sample	975	 60	35	0.715	8	0.348	Line Profile Sample
Line Profile Sample 10 for Lines 35	Lines 35 Profile Sample	995	 60	35	0.804	9	0.391	Line Profile Sample
Line Profile Sample 11 for Lines 35	Lines 35 Profile Sample	998	 60	35	0.894	10	0.435	Line Profile Sample
Line Profile Sample 12 for Lines 35	Lines 35 Profile Sample	1006	 60	35	0.983	11	0.478	Line Profile Sample
Line Profile Sample 13 for Lines 35	Lines 35 Profile Sample	1016	 60	35	1.07	12	0.522	Line Profile Sample
Line Profile Sample 14 for Lines 35	Lines 35 Profile Sample	1001	 60	35	1.16	13	0.565	Line Profile Sample
Line Profile Sample 15 for Lines 35	Lines 35 Profile Sample	1008	 60	35	1.25	14	0.609	Line Profile Sample
Line Profile Sample 16 for Lines 35	Lines 35 Profile Sample	1031	 60	35	1.34	15	0.652	Line Profile Sample
Line Profile Sample 17 for Lines 35	Lines 35 Profile Sample	1008	 60	35	1.43	16	0.696	Line Profile Sample
Line Profile Sample 18 for Lines 35	Lines 35 Profile Sample	1018	 60	35	1.52	17	0.739	Line Profile Sample
Line Profile Sample 19 for Lines 35	Lines 35 Profile Sample	976	 60	35	1.61	18	0.783	Line Profile Sample
Line Profile Sample 20 for Lines 35	Lines 35 Profile Sample	984	 60	35	1.7	19	0.826	Line Profile Sample
Line Profile Sample 21 for Lines 35	Lines 35 Profile Sample	972	 60	35	1.79	20	0.87	Line Profile Sample
Line Profile Sample 22 for Lines 35	Lines 35 Profile Sample	951	 60	35	1.88	21	0.913	Line Profile Sample
Line Profile Sample 23 for Lines 35	Lines 35 Profile Sample	952	 60	35	1.97	22	0.957	Line Profile Sample
Line Profile Sample 24 for Lines 35	Lines 35 Profile Sample	958	 60	35	2.06	23	1	Line Profile Sample
Line Profile Sample 25 for Lines 35	Lines 35 Profile Sample	958	 60	35	2.06	23	1	Line Profile Sample
