
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 32	Lines 32 Profile Sample	562	 58	32	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 32	Lines 32 Profile Sample	629.72	 58	32	0.0894	1	0.0333	Line Profile Sample
Line Profile Sample 3 for Lines 32	Lines 32 Profile Sample	674.32	 58	32	0.179	2	0.0667	Line Profile Sample
Line Profile Sample 4 for Lines 32	Lines 32 Profile Sample	693.76	 58	32	0.268	3	0.1	Line Profile Sample
Line Profile Sample 5 for Lines 32	Lines 32 Profile Sample	702.2	 58	32	0.357	4	0.133	Line Profile Sample
Line Profile Sample 6 for Lines 32	Lines 32 Profile Sample	722	 58	32	0.447	5	0.167	Line Profile Sample
Line Profile Sample 7 for Lines 32	Lines 32 Profile Sample	714.6	 58	32	0.536	6	0.2	Line Profile Sample
Line Profile Sample 8 for Lines 32	Lines 32 Profile Sample	720.2	 58	32	0.626	7	0.233	Line Profile Sample
Line Profile Sample 9 for Lines 32	Lines 32 Profile Sample	741.16	 58	32	0.715	8	0.267	Line Profile Sample
Line Profile Sample 10 for Lines 32	Lines 32 Profile Sample	741.64	 58	32	0.804	9	0.3	Line Profile Sample
Line Profile Sample 11 for Lines 32	Lines 32 Profile Sample	723	 58	32	0.894	10	0.333	Line Profile Sample
Line Profile Sample 12 for Lines 32	Lines 32 Profile Sample	750.2	 58	32	0.983	11	0.367	Line Profile Sample
Line Profile Sample 13 for Lines 32	Lines 32 Profile Sample	759.48	 58	32	1.07	12	0.4	Line Profile Sample
Line Profile Sample 14 for Lines 32	Lines 32 Profile Sample	758.36	 58	32	1.16	13	0.433	Line Profile Sample
Line Profile Sample 15 for Lines 32	Lines 32 Profile Sample	767.36	 58	32	1.25	14	0.467	Line Profile Sample
Line Profile Sample 16 for Lines 32	Lines 32 Profile Sample	779	 58	32	1.34	15	0.5	Line Profile Sample
Line Profile Sample 17 for Lines 32	Lines 32 Profile Sample	760.12	 58	32	1.43	16	0.533	Line Profile Sample
Line Profile Sample 18 for Lines 32	Lines 32 Profile Sample	762.88	 58	32	1.52	17	0.567	Line Profile Sample
Line Profile Sample 19 for Lines 32	Lines 32 Profile Sample	767.16	 58	32	1.61	18	0.6	Line Profile Sample
Line Profile Sample 20 for Lines 32	Lines 32 Profile Sample	764.56	 58	32	1.7	19	0.633	Line Profile Sample
Line Profile Sample 21 for Lines 32	Lines 32 Profile Sample	745	 58	32	1.79	20	0.667	Line Profile Sample
Line Profile Sample 22 for Lines 32	Lines 32 Profile Sample	736.48	 58	32	1.88	21	0.7	Line Profile Sample
Line Profile Sample 23 for Lines 32	Lines 32 Profile Sample	720.68	 58	32	1.97	22	0.733	Line Profile Sample
Line Profile Sample 24 for Lines 32	Lines 32 Profile Sample	708.76	 58	32	2.06	23	0.767	Line Profile Sample
Line Profile Sample 25 for Lines 32	Lines 32 Profile Sample	697.2	 58	32	2.14	24	0.8	Line Profile Sample
Line Profile Sample 26 for Lines 32	Lines 32 Profile Sample	685	 58	32	2.23	25	0.833	Line Profile Sample
Line Profile Sample 27 for Lines 32	Lines 32 Profile Sample	683.72	 58	32	2.32	26	0.867	Line Profile Sample
Line Profile Sample 28 for Lines 32	Lines 32 Profile Sample	685.28	 58	32	2.41	27	0.9	Line Profile Sample
Line Profile Sample 29 for Lines 32	Lines 32 Profile Sample	684.48	 58	32	2.5	28	0.933	Line Profile Sample
Line Profile Sample 30 for Lines 32	Lines 32 Profile Sample	670.32	 58	32	2.59	29	0.967	Line Profile Sample
Line Profile Sample 31 for Lines 32	Lines 32 Profile Sample	682	 58	32	2.68	30	1	Line Profile Sample
Line Profile Sample 32 for Lines 32	Lines 32 Profile Sample	682	 58	32	2.68	30	1	Line Profile Sample
