
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 5	Lines 5 Profile Sample	158	 50	5	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 5	Lines 5 Profile Sample	160.25	 50	5	0.0894	1	0.0343	Line Profile Sample
Line Profile Sample 3 for Lines 5	Lines 5 Profile Sample	160.6	 50	5	0.179	2	0.0686	Line Profile Sample
Line Profile Sample 4 for Lines 5	Lines 5 Profile Sample	161.29	 50	5	0.268	3	0.103	Line Profile Sample
Line Profile Sample 5 for Lines 5	Lines 5 Profile Sample	166.69	 50	5	0.357	4	0.137	Line Profile Sample
Line Profile Sample 6 for Lines 5	Lines 5 Profile Sample	169.04	 50	5	0.447	5	0.171	Line Profile Sample
Line Profile Sample 7 for Lines 5	Lines 5 Profile Sample	165.2	 50	5	0.536	6	0.206	Line Profile Sample
Line Profile Sample 8 for Lines 5	Lines 5 Profile Sample	171.81	 50	5	0.626	7	0.24	Line Profile Sample
Line Profile Sample 9 for Lines 5	Lines 5 Profile Sample	174.87	 50	5	0.715	8	0.274	Line Profile Sample
Line Profile Sample 10 for Lines 5	Lines 5 Profile Sample	168.47	 50	5	0.804	9	0.309	Line Profile Sample
Line Profile Sample 11 for Lines 5	Lines 5 Profile Sample	165.8	 50	5	0.894	10	0.343	Line Profile Sample
Line Profile Sample 12 for Lines 5	Lines 5 Profile Sample	164.34	 50	5	0.983	11	0.377	Line Profile Sample
Line Profile Sample 13 for Lines 5	Lines 5 Profile Sample	166.35	 50	5	1.07	12	0.412	Line Profile Sample
Line Profile Sample 14 for Lines 5	Lines 5 Profile Sample	166.52	 50	5	1.16	13	0.446	Line Profile Sample
Line Profile Sample 15 for Lines 5	Lines 5 Profile Sample	160.03	 50	5	1.25	14	0.48	Line Profile Sample
Line Profile Sample 16 for Lines 5	Lines 5 Profile Sample	163.81	 50	5	1.34	15	0.514	Line Profile Sample
Line Profile Sample 17 for Lines 5	Lines 5 Profile Sample	166.63	 50	5	1.43	16	0.549	Line Profile Sample
Line Profile Sample 18 for Lines 5	Lines 5 Profile Sample	163.42	 50	5	1.52	17	0.583	Line Profile Sample
Line Profile Sample 19 for Lines 5	Lines 5 Profile Sample	165.21	 50	5	1.61	18	0.617	Line Profile Sample
Line Profile Sample 20 for Lines 5	Lines 5 Profile Sample	169.29	 50	5	1.7	19	0.652	Line Profile Sample
Line Profile Sample 21 for Lines 5	Lines 5 Profile Sample	167.27	 50	5	1.79	20	0.686	Line Profile Sample
Line Profile Sample 22 for Lines 5	Lines 5 Profile Sample	171.41	 50	5	1.88	21	0.72	Line Profile Sample
Line Profile Sample 23 for Lines 5	Lines 5 Profile Sample	171.41	 50	5	1.97	22	0.755	Line Profile Sample
Line Profile Sample 24 for Lines 5	Lines 5 Profile Sample	168.29	 50	5	2.06	23	0.789	Line Profile Sample
Line Profile Sample 25 for Lines 5	Lines 5 Profile Sample	171.25	 50	5	2.14	24	0.823	Line Profile Sample
Line Profile Sample 26 for Lines 5	Lines 5 Profile Sample	172.2	 50	5	2.23	25	0.857	Line Profile Sample
Line Profile Sample 27 for Lines 5	Lines 5 Profile Sample	171.36	 50	5	2.32	26	0.892	Line Profile Sample
Line Profile Sample 28 for Lines 5	Lines 5 Profile Sample	172.25	 50	5	2.41	27	0.926	Line Profile Sample
Line Profile Sample 29 for Lines 5	Lines 5 Profile Sample	178.36	 50	5	2.5	28	0.96	Line Profile Sample
Line Profile Sample 30 for Lines 5	Lines 5 Profile Sample	178.23	 50	5	2.59	29	0.995	Line Profile Sample
Line Profile Sample 31 for Lines 5	Lines 5 Profile Sample	179	 50	5	2.61	29.15	1	Line Profile Sample
