
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 39	Lines 39 Profile Sample	944	 60	39	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 39	Lines 39 Profile Sample	966.71	 60	39	0.0894	1	0.0411	Line Profile Sample
Line Profile Sample 3 for Lines 39	Lines 39 Profile Sample	965.41	 60	39	0.179	2	0.0822	Line Profile Sample
Line Profile Sample 4 for Lines 39	Lines 39 Profile Sample	918.09	 60	39	0.268	3	0.123	Line Profile Sample
Line Profile Sample 5 for Lines 39	Lines 39 Profile Sample	926.76	 60	39	0.357	4	0.164	Line Profile Sample
Line Profile Sample 6 for Lines 39	Lines 39 Profile Sample	930.05	 60	39	0.447	5	0.205	Line Profile Sample
Line Profile Sample 7 for Lines 39	Lines 39 Profile Sample	924.69	 60	39	0.536	6	0.247	Line Profile Sample
Line Profile Sample 8 for Lines 39	Lines 39 Profile Sample	951.7	 60	39	0.626	7	0.288	Line Profile Sample
Line Profile Sample 9 for Lines 39	Lines 39 Profile Sample	948.1	 60	39	0.715	8	0.329	Line Profile Sample
Line Profile Sample 10 for Lines 39	Lines 39 Profile Sample	955.86	 60	39	0.804	9	0.37	Line Profile Sample
Line Profile Sample 11 for Lines 39	Lines 39 Profile Sample	951.69	 60	39	0.894	10	0.411	Line Profile Sample
Line Profile Sample 12 for Lines 39	Lines 39 Profile Sample	972.74	 60	39	0.983	11	0.452	Line Profile Sample
Line Profile Sample 13 for Lines 39	Lines 39 Profile Sample	961.31	 60	39	1.07	12	0.493	Line Profile Sample
Line Profile Sample 14 for Lines 39	Lines 39 Profile Sample	981.67	 60	39	1.16	13	0.534	Line Profile Sample
Line Profile Sample 15 for Lines 39	Lines 39 Profile Sample	969.54	 60	39	1.25	14	0.575	Line Profile Sample
Line Profile Sample 16 for Lines 39	Lines 39 Profile Sample	968.73	 60	39	1.34	15	0.616	Line Profile Sample
Line Profile Sample 17 for Lines 39	Lines 39 Profile Sample	988.79	 60	39	1.43	16	0.658	Line Profile Sample
Line Profile Sample 18 for Lines 39	Lines 39 Profile Sample	991.43	 60	39	1.52	17	0.699	Line Profile Sample
Line Profile Sample 19 for Lines 39	Lines 39 Profile Sample	1015.29	 60	39	1.61	18	0.74	Line Profile Sample
Line Profile Sample 20 for Lines 39	Lines 39 Profile Sample	1009.62	 60	39	1.7	19	0.781	Line Profile Sample
Line Profile Sample 21 for Lines 39	Lines 39 Profile Sample	1001.21	 60	39	1.79	20	0.822	Line Profile Sample
Line Profile Sample 22 for Lines 39	Lines 39 Profile Sample	1009.07	 60	39	1.88	21	0.863	Line Profile Sample
Line Profile Sample 23 for Lines 39	Lines 39 Profile Sample	1010.97	 60	39	1.97	22	0.904	Line Profile Sample
Line Profile Sample 24 for Lines 39	Lines 39 Profile Sample	1020.14	 60	39	2.06	23	0.945	Line Profile Sample
Line Profile Sample 25 for Lines 39	Lines 39 Profile Sample	1069.26	 60	39	2.14	24	0.986	Line Profile Sample
Line Profile Sample 26 for Lines 39	Lines 39 Profile Sample	1093	 60	39	2.17	24.33	1	Line Profile Sample
