
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 37	Lines 37 Profile Sample	1205	 60	37	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 37	Lines 37 Profile Sample	1185.35	 60	37	0.0894	1	0.0351	Line Profile Sample
Line Profile Sample 3 for Lines 37	Lines 37 Profile Sample	1122.22	 60	37	0.179	2	0.0703	Line Profile Sample
Line Profile Sample 4 for Lines 37	Lines 37 Profile Sample	1089.3	 60	37	0.268	3	0.105	Line Profile Sample
Line Profile Sample 5 for Lines 37	Lines 37 Profile Sample	1066.26	 60	37	0.357	4	0.141	Line Profile Sample
Line Profile Sample 6 for Lines 37	Lines 37 Profile Sample	1085.14	 60	37	0.447	5	0.176	Line Profile Sample
Line Profile Sample 7 for Lines 37	Lines 37 Profile Sample	1092.98	 60	37	0.536	6	0.211	Line Profile Sample
Line Profile Sample 8 for Lines 37	Lines 37 Profile Sample	1110.14	 60	37	0.626	7	0.246	Line Profile Sample
Line Profile Sample 9 for Lines 37	Lines 37 Profile Sample	1142.61	 60	37	0.715	8	0.281	Line Profile Sample
Line Profile Sample 10 for Lines 37	Lines 37 Profile Sample	1161.68	 60	37	0.804	9	0.316	Line Profile Sample
Line Profile Sample 11 for Lines 37	Lines 37 Profile Sample	1170.65	 60	37	0.894	10	0.351	Line Profile Sample
Line Profile Sample 12 for Lines 37	Lines 37 Profile Sample	1176.82	 60	37	0.983	11	0.387	Line Profile Sample
Line Profile Sample 13 for Lines 37	Lines 37 Profile Sample	1198.27	 60	37	1.07	12	0.422	Line Profile Sample
Line Profile Sample 14 for Lines 37	Lines 37 Profile Sample	1195.69	 60	37	1.16	13	0.457	Line Profile Sample
Line Profile Sample 15 for Lines 37	Lines 37 Profile Sample	1186.94	 60	37	1.25	14	0.492	Line Profile Sample
Line Profile Sample 16 for Lines 37	Lines 37 Profile Sample	1199.22	 60	37	1.34	15	0.527	Line Profile Sample
Line Profile Sample 17 for Lines 37	Lines 37 Profile Sample	1193.56	 60	37	1.43	16	0.562	Line Profile Sample
Line Profile Sample 18 for Lines 37	Lines 37 Profile Sample	1199.94	 60	37	1.52	17	0.597	Line Profile Sample
Line Profile Sample 19 for Lines 37	Lines 37 Profile Sample	1184.95	 60	37	1.61	18	0.632	Line Profile Sample
Line Profile Sample 20 for Lines 37	Lines 37 Profile Sample	1161.61	 60	37	1.7	19	0.668	Line Profile Sample
Line Profile Sample 21 for Lines 37	Lines 37 Profile Sample	1146.12	 60	37	1.79	20	0.703	Line Profile Sample
Line Profile Sample 22 for Lines 37	Lines 37 Profile Sample	1141.6	 60	37	1.88	21	0.738	Line Profile Sample
Line Profile Sample 23 for Lines 37	Lines 37 Profile Sample	1142.63	 60	37	1.97	22	0.773	Line Profile Sample
Line Profile Sample 24 for Lines 37	Lines 37 Profile Sample	1141.76	 60	37	2.06	23	0.808	Line Profile Sample
Line Profile Sample 25 for Lines 37	Lines 37 Profile Sample	1158.4	 60	37	2.14	24	0.843	Line Profile Sample
Line Profile Sample 26 for Lines 37	Lines 37 Profile Sample	1193.94	 60	37	2.23	25	0.878	Line Profile Sample
Line Profile Sample 27 for Lines 37	Lines 37 Profile Sample	1200.46	 60	37	2.32	26	0.914	Line Profile Sample
Line Profile Sample 28 for Lines 37	Lines 37 Profile Sample	1199.6	 60	37	2.41	27	0.949	Line Profile Sample
Line Profile Sample 29 for Lines 37	Lines 37 Profile Sample	1208.16	 60	37	2.5	28	0.984	Line Profile Sample
Line Profile Sample 30 for Lines 37	Lines 37 Profile Sample	1201	 60	37	2.54	28.46	1	Line Profile Sample
