
Name	Population	Intensity	Item Name	Parent ID	Distance (µm)	Distance	Normalized Distance	Type
Line Profile Sample 1 for Lines 29	Lines 29 Profile Sample	1788	 7	29	0	0	0	Line Profile Sample
Line Profile Sample 2 for Lines 29	Lines 29 Profile Sample	1778.29	 7	29	0.0894	1	0.0673	Line Profile Sample
Line Profile Sample 3 for Lines 29	Lines 29 Profile Sample	1772.17	 7	29	0.179	2	0.135	Line Profile Sample
Line Profile Sample 4 for Lines 29	Lines 29 Profile Sample	1750.89	 7	29	0.268	3	0.202	Line Profile Sample
Line Profile Sample 5 for Lines 29	Lines 29 Profile Sample	1747.71	 7	29	0.357	4	0.269	Line Profile Sample
Line Profile Sample 6 for Lines 29	Lines 29 Profile Sample	1776.31	 7	29	0.447	5	0.336	Line Profile Sample
Line Profile Sample 7 for Lines 29	Lines 29 Profile Sample	1789.31	 7	29	0.536	6	0.404	Line Profile Sample
Line Profile Sample 8 for Lines 29	Lines 29 Profile Sample	1812.71	 7	29	0.626	7	0.471	Line Profile Sample
Line Profile Sample 9 for Lines 29	Lines 29 Profile Sample	1797.31	 7	29	0.715	8	0.538	Line Profile Sample
Line Profile Sample 10 for Lines 29	Lines 29 Profile Sample	1819.29	 7	29	0.804	9	0.605	Line Profile Sample
Line Profile Sample 11 for Lines 29	Lines 29 Profile Sample	1833.13	 7	29	0.894	10	0.673	Line Profile Sample
Line Profile Sample 12 for Lines 29	Lines 29 Profile Sample	1857.65	 7	29	0.983	11	0.74	Line Profile Sample
Line Profile Sample 13 for Lines 29	Lines 29 Profile Sample	1879.36	 7	29	1.07	12	0.807	Line Profile Sample
Line Profile Sample 14 for Lines 29	Lines 29 Profile Sample	1879.91	 7	29	1.16	13	0.874	Line Profile Sample
Line Profile Sample 15 for Lines 29	Lines 29 Profile Sample	1856.5	 7	29	1.25	14	0.942	Line Profile Sample
Line Profile Sample 16 for Lines 29	Lines 29 Profile Sample	1811	 7	29	1.33	14.87	1	Line Profile Sample
